path,twrp_blob,orangefox_initial_blob,orangefox_port_blob,classification,reason
recovery/root/vendor/firmware/ipa_fws.b02,4570aa1a422dab805fab393b6b8cf2096e1fd9f6,4570aa1a422dab805fab393b6b8cf2096e1fd9f6,4570aa1a422dab805fab393b6b8cf2096e1fd9f6,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/ipa_fws.b03,59c81429469c0c4e483afedc8f8cfecdbe6418de,59c81429469c0c4e483afedc8f8cfecdbe6418de,59c81429469c0c4e483afedc8f8cfecdbe6418de,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/ipa_fws.b04,10193905a11cc264c77fcdf94a2ea255a8ee03cf,10193905a11cc264c77fcdf94a2ea255a8ee03cf,10193905a11cc264c77fcdf94a2ea255a8ee03cf,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/ipa_fws.mdt,721844b658a7cc9dd78a8960abe24a4ba19fff80,721844b658a7cc9dd78a8960abe24a4ba19fff80,721844b658a7cc9dd78a8960abe24a4ba19fff80,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/Data.msc,d606d2cca3b6b8a0130888cd8b51c8486347f29f,d606d2cca3b6b8a0130888cd8b51c8486347f29f,d606d2cca3b6b8a0130888cd8b51c8486347f29f,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/Data20.msc,c2c9803d798257a386536bc1bf7cb106e9e97f8a,c2c9803d798257a386536bc1bf7cb106e9e97f8a,c2c9803d798257a386536bc1bf7cb106e9e97f8a,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/amss20.bin,36e2714dd7ad70eba9e81b076ef2283a45060352,90c7de119a30caa2ee3d298b4a158853d2079a49,36e2714dd7ad70eba9e81b076ef2283a45060352,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/aux_ucode.elf,3daea670246aedb5a816a73784e1a3a2ddf51d75,3daea670246aedb5a816a73784e1a3a2ddf51d75,3daea670246aedb5a816a73784e1a3a2ddf51d75,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/aux_ucode20.elf,a4db78db46aaed1f56aa7b79e471ea7369b61097,e93ec1d1bc86fcb1affbc7e481084ab53f6bbd65,a4db78db46aaed1f56aa7b79e471ea7369b61097,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bd_o1.elf,4e91b6993f3d9c6f5787fc8266c930f9977d12c2,61baaf8aade55a8d8c08d3f0dd29448952390b50,4e91b6993f3d9c6f5787fc8266c930f9977d12c2,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bd_o11u.elf,de2e15d4f37f5454d937cbb9b62495ed11c9a41f,de2e15d4f37f5454d937cbb9b62495ed11c9a41f,de2e15d4f37f5454d937cbb9b62495ed11c9a41f,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bd_o11u_v1.elf,56b19f031aa892134ad168b2237ca89c39cb5ccf,56b19f031aa892134ad168b2237ca89c39cb5ccf,56b19f031aa892134ad168b2237ca89c39cb5ccf,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bd_o11ugl.elf,4d6181970eac794f90d1aa4fe698eabbcf4a1139,4d6181970eac794f90d1aa4fe698eabbcf4a1139,4d6181970eac794f90d1aa4fe698eabbcf4a1139,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bd_o11ugl_v1.elf,d582e61084d98a97d2d73dea128bd45aeea98376,d582e61084d98a97d2d73dea128bd45aeea98376,d582e61084d98a97d2d73dea128bd45aeea98376,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bd_o18.elf,0c53e093e04559b7039fcde55e5da9a2e8276551,a15718f47f257df4ca7794bc56fc26fe4fe8caf0,0c53e093e04559b7039fcde55e5da9a2e8276551,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bd_o18gl.elf,0c53e093e04559b7039fcde55e5da9a2e8276551,a15718f47f257df4ca7794bc56fc26fe4fe8caf0,0c53e093e04559b7039fcde55e5da9a2e8276551,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bd_o1gl.elf,897285909abd6d4672ababc2317b52bafb09c1d5,828e3412647b76beca6ea80e1160f415704ab84f,897285909abd6d4672ababc2317b52bafb09c1d5,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bd_o1in.elf,eef6a9a9a9c43ea09571da5cc51ddcfabf110cca,c1b82065e6062b6c1d99c8f0cfef84262ed16cdd,eef6a9a9a9c43ea09571da5cc51ddcfabf110cca,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bd_o2.elf,041972c4913f9cda4d6eb5a6370b25390269938e,041972c4913f9cda4d6eb5a6370b25390269938e,041972c4913f9cda4d6eb5a6370b25390269938e,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bd_o2_v1.elf,be783879b6f46bdc4fc9fafdd7d04d7c3973bf6d,be783879b6f46bdc4fc9fafdd7d04d7c3973bf6d,be783879b6f46bdc4fc9fafdd7d04d7c3973bf6d,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bd_o3.elf,9cabf9701270268ab8a4793f563eedb0326fff08,9cabf9701270268ab8a4793f563eedb0326fff08,9cabf9701270268ab8a4793f563eedb0326fff08,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bd_o3_v1.elf,e94064083343d47bcfca35af7ec8cd14972c0744,e94064083343d47bcfca35af7ec8cd14972c0744,e94064083343d47bcfca35af7ec8cd14972c0744,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bd_o3gl.elf,fb4d220206b0f1da0032aa63cc3d9d76f74c12ed,fb4d220206b0f1da0032aa63cc3d9d76f74c12ed,fb4d220206b0f1da0032aa63cc3d9d76f74c12ed,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bd_o3gl_v1.elf,387ddde3d179dde6322e54a274148737daaac2d3,387ddde3d179dde6322e54a274148737daaac2d3,387ddde3d179dde6322e54a274148737daaac2d3,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bd_o3in.elf,37f56a2f7ac5d69b892bb80b2da801657d451423,37f56a2f7ac5d69b892bb80b2da801657d451423,37f56a2f7ac5d69b892bb80b2da801657d451423,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bd_o8.elf,60efd40fec19393a5154fecd96f105a3ecd595b2,a833112c0e445945da59824e9a14b12520d22f13,60efd40fec19393a5154fecd96f105a3ecd595b2,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bd_o8gl.elf,c00f1cb90206fd62f745425e0c576fbe650463af,713386d84e30c422d09f2ac9bd71ed12fb92fb0c,c00f1cb90206fd62f745425e0c576fbe650463af,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bd_p81.elf,d5c5d97db612783c7a7124849ec2174f47c384f9,8e4c3f442cb5c3461dbebaf86798baadf8edfaa6,d5c5d97db612783c7a7124849ec2174f47c384f9,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bd_p81gl.elf,788727ab9071f75dd2d7e0dc10b3476949c6921c,788727ab9071f75dd2d7e0dc10b3476949c6921c,788727ab9071f75dd2d7e0dc10b3476949c6921c,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e01,c4f99178bc71bbe4460d1cbdc8c948722af51f5a,c4f99178bc71bbe4460d1cbdc8c948722af51f5a,c4f99178bc71bbe4460d1cbdc8c948722af51f5a,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e02,32578ab8487365efc0bf1c0e0bda69f4e692b70f,32578ab8487365efc0bf1c0e0bda69f4e692b70f,32578ab8487365efc0bf1c0e0bda69f4e692b70f,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e03,26fa07cea6e62221d64044d3ad652aac806ed78a,26fa07cea6e62221d64044d3ad652aac806ed78a,26fa07cea6e62221d64044d3ad652aac806ed78a,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e04,c75c8be37d0cb2a7e33caea5c65758f51371ba5c,c75c8be37d0cb2a7e33caea5c65758f51371ba5c,c75c8be37d0cb2a7e33caea5c65758f51371ba5c,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e05,392484da97dd8be64e5689193a59781e606a906d,392484da97dd8be64e5689193a59781e606a906d,392484da97dd8be64e5689193a59781e606a906d,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e06,30d7e7d6e2ee31bae265b6bab0eb1433755d86cb,30d7e7d6e2ee31bae265b6bab0eb1433755d86cb,30d7e7d6e2ee31bae265b6bab0eb1433755d86cb,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e07,19a01454c874517ece710d14992be8e3554ea2b6,19a01454c874517ece710d14992be8e3554ea2b6,19a01454c874517ece710d14992be8e3554ea2b6,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e09,c91e3798315d18497cace67088249b05c77bd515,c91e3798315d18497cace67088249b05c77bd515,c91e3798315d18497cace67088249b05c77bd515,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e0a,3da80d7f7c01ce77d7650d06690ea640b7e0ddd1,3da80d7f7c01ce77d7650d06690ea640b7e0ddd1,3da80d7f7c01ce77d7650d06690ea640b7e0ddd1,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e0b,0c5407f2de8498b69b30651e2557ce2a33a83cc4,0c5407f2de8498b69b30651e2557ce2a33a83cc4,0c5407f2de8498b69b30651e2557ce2a33a83cc4,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e0c,ecc294e618343a3bb55ba067eacd71732255848c,ecc294e618343a3bb55ba067eacd71732255848c,ecc294e618343a3bb55ba067eacd71732255848c,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e0d,0a18c4aeeef416fa765e3180bc6b45521dae9fae,0a18c4aeeef416fa765e3180bc6b45521dae9fae,0a18c4aeeef416fa765e3180bc6b45521dae9fae,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e0e,2d7f4477e1aabbd6667bd7586a9619931aa557d3,2d7f4477e1aabbd6667bd7586a9619931aa557d3,2d7f4477e1aabbd6667bd7586a9619931aa557d3,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e0f,3c9e34ddc4460f7a0e5fba0938153628ecb8a7f4,3c9e34ddc4460f7a0e5fba0938153628ecb8a7f4,3c9e34ddc4460f7a0e5fba0938153628ecb8a7f4,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e10,594ae1397063f70f0084953efff7390e7b48e800,594ae1397063f70f0084953efff7390e7b48e800,594ae1397063f70f0084953efff7390e7b48e800,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e11,4b5ba8933faf339d6354b85d3becd41dfc99c4ec,4b5ba8933faf339d6354b85d3becd41dfc99c4ec,4b5ba8933faf339d6354b85d3becd41dfc99c4ec,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e12,dcd9fdf9aa813ea72d00883b5cc84c77a0eb0192,dcd9fdf9aa813ea72d00883b5cc84c77a0eb0192,dcd9fdf9aa813ea72d00883b5cc84c77a0eb0192,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e13,3712d5aefac9e0904ca0f1fc462c7cb8d87cbc97,3712d5aefac9e0904ca0f1fc462c7cb8d87cbc97,3712d5aefac9e0904ca0f1fc462c7cb8d87cbc97,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e14,edcd6117b067edd285257291e951f06b4aa49949,edcd6117b067edd285257291e951f06b4aa49949,edcd6117b067edd285257291e951f06b4aa49949,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e15,bcfbd384c4cd8d831d8897391a5cde568fcf9d97,bcfbd384c4cd8d831d8897391a5cde568fcf9d97,bcfbd384c4cd8d831d8897391a5cde568fcf9d97,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e16,11f828ccfd203577ca678e68a23eec2fc47ac2b0,11f828ccfd203577ca678e68a23eec2fc47ac2b0,11f828ccfd203577ca678e68a23eec2fc47ac2b0,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e17,c428c1399a6dfd5c547296a1f46db8e6a7c64cd0,c428c1399a6dfd5c547296a1f46db8e6a7c64cd0,c428c1399a6dfd5c547296a1f46db8e6a7c64cd0,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e18,dd2c1d4af2343c7d08fc14a6e27bf936926b8a45,dd2c1d4af2343c7d08fc14a6e27bf936926b8a45,dd2c1d4af2343c7d08fc14a6e27bf936926b8a45,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e19,a8b6d2d3d6d17e909dfaebd2d47d91f3dcd3b699,a8b6d2d3d6d17e909dfaebd2d47d91f3dcd3b699,a8b6d2d3d6d17e909dfaebd2d47d91f3dcd3b699,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e1a,64fcf4dc214c3fa7293c55463af2e2ada5fd3646,64fcf4dc214c3fa7293c55463af2e2ada5fd3646,64fcf4dc214c3fa7293c55463af2e2ada5fd3646,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e1b,5ebf87eb776c9141f133872fb9564d08094d8718,5ebf87eb776c9141f133872fb9564d08094d8718,5ebf87eb776c9141f133872fb9564d08094d8718,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e1c,f8d8d593715c33c1e996aa382717ecfe69ee258c,f8d8d593715c33c1e996aa382717ecfe69ee258c,f8d8d593715c33c1e996aa382717ecfe69ee258c,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e1d,454669c4a7b0cd7620589a9382df668676de749f,454669c4a7b0cd7620589a9382df668676de749f,454669c4a7b0cd7620589a9382df668676de749f,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e1e,a5bccd39c6ea45a804da63f28cbde9ea5e010d78,a5bccd39c6ea45a804da63f28cbde9ea5e010d78,a5bccd39c6ea45a804da63f28cbde9ea5e010d78,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e1f,b3b1adca5dc633fbf6a0926eb12d333a721e08e2,b3b1adca5dc633fbf6a0926eb12d333a721e08e2,b3b1adca5dc633fbf6a0926eb12d333a721e08e2,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e20,9907be4cdb15f17527c98e730404e59bbe182443,9907be4cdb15f17527c98e730404e59bbe182443,9907be4cdb15f17527c98e730404e59bbe182443,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e21,3bfa372f7126e9cd0d5a0ffab11726807d6d48e4,3bfa372f7126e9cd0d5a0ffab11726807d6d48e4,3bfa372f7126e9cd0d5a0ffab11726807d6d48e4,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e22,e09b819956c690ef1fe942f2ca772733e03a543a,e09b819956c690ef1fe942f2ca772733e03a543a,e09b819956c690ef1fe942f2ca772733e03a543a,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e23,ca4e6b846982278be1ce6b0f7c2792d8daa5ef98,ca4e6b846982278be1ce6b0f7c2792d8daa5ef98,ca4e6b846982278be1ce6b0f7c2792d8daa5ef98,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e24,d874d9f8ac2a62a04b1216dea3b8713f38a2949e,d874d9f8ac2a62a04b1216dea3b8713f38a2949e,d874d9f8ac2a62a04b1216dea3b8713f38a2949e,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e25,8d23f38defbacbf163f8731d6398a32f3509a3a8,8d23f38defbacbf163f8731d6398a32f3509a3a8,8d23f38defbacbf163f8731d6398a32f3509a3a8,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e26,5ceba421e47c76309436282dcb692b357b59e210,5ceba421e47c76309436282dcb692b357b59e210,5ceba421e47c76309436282dcb692b357b59e210,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e27,a0612fa584e741d1db61869566cbbceb5f6ebabc,a0612fa584e741d1db61869566cbbceb5f6ebabc,a0612fa584e741d1db61869566cbbceb5f6ebabc,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e29,26fdcfaaf7740237fa99f76b0d71948a42df59ac,26fdcfaaf7740237fa99f76b0d71948a42df59ac,26fdcfaaf7740237fa99f76b0d71948a42df59ac,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e2a,83e9d4327c865da81787315a4cfd70891b4b1ccb,83e9d4327c865da81787315a4cfd70891b4b1ccb,83e9d4327c865da81787315a4cfd70891b4b1ccb,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e2b,ff94b08333eda4e3c3f724f2d1b77d6a96676194,ff94b08333eda4e3c3f724f2d1b77d6a96676194,ff94b08333eda4e3c3f724f2d1b77d6a96676194,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e2c,93f308e0f63786829c6b516c080ac295a58c7e54,93f308e0f63786829c6b516c080ac295a58c7e54,93f308e0f63786829c6b516c080ac295a58c7e54,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e2d,b3135e214c7bf7fe5661710e382cdb9ce811188e,b3135e214c7bf7fe5661710e382cdb9ce811188e,b3135e214c7bf7fe5661710e382cdb9ce811188e,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e2e,631887f43b831c87017b2ba9dfb4f45d5d03c5d9,631887f43b831c87017b2ba9dfb4f45d5d03c5d9,631887f43b831c87017b2ba9dfb4f45d5d03c5d9,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e2f,2197578eb17cb8318ee32bc00e791eddac243050,2197578eb17cb8318ee32bc00e791eddac243050,2197578eb17cb8318ee32bc00e791eddac243050,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e30,0c7c0e998e29a20fbfaceb83b0d2ebdb9c4a6368,0c7c0e998e29a20fbfaceb83b0d2ebdb9c4a6368,0c7c0e998e29a20fbfaceb83b0d2ebdb9c4a6368,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e31,8ee516a1ddff14bff60d589f508bbcebf843afae,8ee516a1ddff14bff60d589f508bbcebf843afae,8ee516a1ddff14bff60d589f508bbcebf843afae,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e32,2a64c4053ce801a3370a772db02d66660b2ad720,2a64c4053ce801a3370a772db02d66660b2ad720,2a64c4053ce801a3370a772db02d66660b2ad720,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e33,754a9d7250d466e9b25a5082657b904f1d18e099,754a9d7250d466e9b25a5082657b904f1d18e099,754a9d7250d466e9b25a5082657b904f1d18e099,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e34,167bea67aff3375c45105f7434ba736dfe0ab37c,167bea67aff3375c45105f7434ba736dfe0ab37c,167bea67aff3375c45105f7434ba736dfe0ab37c,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e35,5a87ad6667a99d662f97cec012811118475b3169,5a87ad6667a99d662f97cec012811118475b3169,5a87ad6667a99d662f97cec012811118475b3169,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e36,026488785f9bd10bf481d601515d3ac333d94b09,026488785f9bd10bf481d601515d3ac333d94b09,026488785f9bd10bf481d601515d3ac333d94b09,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e37,87ecd5280acc117f12313bd61209df97cd593acf,87ecd5280acc117f12313bd61209df97cd593acf,87ecd5280acc117f12313bd61209df97cd593acf,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e38,5d9099e122ea0ad458dfbe56d8de8358c813a9da,5d9099e122ea0ad458dfbe56d8de8358c813a9da,5d9099e122ea0ad458dfbe56d8de8358c813a9da,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e39,afbcd24a4381234506018c2ff51dcf72127e0964,afbcd24a4381234506018c2ff51dcf72127e0964,afbcd24a4381234506018c2ff51dcf72127e0964,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e3a,59be21f805aac3947b98c78e15c889ec464d76a7,59be21f805aac3947b98c78e15c889ec464d76a7,59be21f805aac3947b98c78e15c889ec464d76a7,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e3b,ebef9573c9f4f0523b4e8b098e92b8d75c181cf4,ebef9573c9f4f0523b4e8b098e92b8d75c181cf4,ebef9573c9f4f0523b4e8b098e92b8d75c181cf4,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e3c,2a1787dd9de7e7c97e0aa723fd00b076958c7818,2a1787dd9de7e7c97e0aa723fd00b076958c7818,2a1787dd9de7e7c97e0aa723fd00b076958c7818,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.e3d,b9a74c2b30b3b93d980f3bd27d79d36f5dcc4a8d,b9a74c2b30b3b93d980f3bd27d79d36f5dcc4a8d,b9a74c2b30b3b93d980f3bd27d79d36f5dcc4a8d,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/bdwlan.elf,4ecb251bc3d3f457e8431a77ba3323a98cad74b7,4ecb251bc3d3f457e8431a77ba3323a98cad74b7,4ecb251bc3d3f457e8431a77ba3323a98cad74b7,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/phy_ucode.elf,4056819edf459a103a7f828327e30b80a89a5070,52f78067494a810a69edf3b548500fcc3607f8fc,4056819edf459a103a7f828327e30b80a89a5070,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/phy_ucode20.elf,e1dffdadcd82007b2e20d640fdf403c13bf1ba0f,5ffa470f1e92de4453e86ca7622f614293ada83a,e1dffdadcd82007b2e20d640fdf403c13bf1ba0f,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/qdss_trace_config_v1.cfg,d997858a21f031d0794b9171de769cfa8da29094,d997858a21f031d0794b9171de769cfa8da29094,d997858a21f031d0794b9171de769cfa8da29094,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/qdss_trace_config_v2.cfg,8c9921acfb96a385b4db0e76e0d3ab6574399a2e,8c9921acfb96a385b4db0e76e0d3ab6574399a2e,8c9921acfb96a385b4db0e76e0d3ab6574399a2e,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/firmware/peach/regdb.bin,e7d39c279c1d1e4b0e821b782c3e65062844c6d7,e7d39c279c1d1e4b0e821b782c3e65062844c6d7,e7d39c279c1d1e4b0e821b782c3e65062844c6d7,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/android.frameworks.sensorservice-V1-ndk.so,ef5225285b8cdb04949afd2abd8b4a93598b9fea,ef5225285b8cdb04949afd2abd8b4a93598b9fea,ef5225285b8cdb04949afd2abd8b4a93598b9fea,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/android.frameworks.sensorservice@1.0.so,77feafc0d24a7dc8446502e5a6b66b3c64729b0d,f3987c22dad26f8ccb071372768fbf44005f8ebf,77feafc0d24a7dc8446502e5a6b66b3c64729b0d,migrado de TWRP,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/android.hardware.common-V2-ndk.so,5d7a70df1a0d1600b41dace7e8e987e803989163,5d7a70df1a0d1600b41dace7e8e987e803989163,5d7a70df1a0d1600b41dace7e8e987e803989163,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/android.hardware.common.fmq-V1-ndk.so,7c85599ca9371001eba95c4c6f6b42975e361753,7c85599ca9371001eba95c4c6f6b42975e361753,7c85599ca9371001eba95c4c6f6b42975e361753,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/android.hardware.gatekeeper-V1-ndk.so,c8f1b1efed8ad82a3e45d712470e0360ee7154c3,c8f1b1efed8ad82a3e45d712470e0360ee7154c3,c8f1b1efed8ad82a3e45d712470e0360ee7154c3,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/android.hardware.security.keymint-V1-ndk.so,4c62b335667ae5157ac9b600b462ec842e8e2f7a,4c62b335667ae5157ac9b600b462ec842e8e2f7a,4c62b335667ae5157ac9b600b462ec842e8e2f7a,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/android.hardware.security.keymint-V3-ndk.so,4e29a77611cedd15416c00be5b58c2017ebe903f,4e29a77611cedd15416c00be5b58c2017ebe903f,4e29a77611cedd15416c00be5b58c2017ebe903f,sin cambios compartido,Identidad de blob Git con la referencia TWRP
recovery/root/vendor/lib64/android.hardware.security.rkp-V3-ndk.so,f4a125378166b13f14eb1e24ad5e2068950dab0c,f4a125378166b13f14eb1e24ad5e2068950dab0c,f4a125378166b13f14eb1e24ad5e2068950dab0c,sin cambios compartido,Identidad de blob Git con la referencia TWRP
